filepath,class_name,class_label,width,height,file_size_bytes,sha256_hash
../data/Normal/nonDem2290.jpg,Normal,3,256,256,20227,e329b08742f2a4f95f930557540a2d98e24772a8487c9b18c0ddb3b6e727bef0
../data/Normal/C-A (110).png,Normal,3,256,256,102184,8e7d975d7e44c59708c39c376bd99b018a49c6aeff78cc4e0d1b20ffc87767ca
../data/Normal/nonDem1941.jpg,Normal,3,256,256,20643,c6dedbbb0acc434e5ae73c4f595b4fd6a169f3abfc2896ed1f962833c17eeab3
../data/Normal/Te-no_0350.jpg,Normal,3,256,256,21831,82cda2028f527c96f6507bccb0e16db01288bc6e909a071f37eb8d611f4771f5
../data/Normal/nonDem968.jpg,Normal,3,256,256,20191,5c77f5631c3ce3411fe8ec8f6ae6b5915e421beb0d90b37d3808934435daf6ed
../data/Normal/nonDem1799.jpg,Normal,3,256,256,21282,f3b1eb80db25dbcc34d0cfd597536898dda8f11236b8734c2ba3e67630eba133
../data/Normal/nonDem798.jpg,Normal,3,256,256,20871,f3f8c0277ecc69a6e0f8bb3b724e4efa2d4a42b221508003d13d285adf826ad0
../data/Normal/Te-no_0378.jpg,Normal,3,256,256,27902,06c1a2e52b467f4da4b7939b66d88ab82b4fd1392c958054ebeae10c6a325024
../data/Normal/nonDem1969.jpg,Normal,3,256,256,21067,0d9e649c16d0690a2a9fc5afcc4f098f948e3de4b96ce377e1a3b1bc6c6ec9df
../data/Normal/nonDem940.jpg,Normal,3,256,256,20888,b29dd9924e5eb36f00b829339fa4d019284f984ffe6b9dc5b12b1f17f273b261
../data/Normal/C-A (405).png,Normal,3,256,256,86099,3d692fcb6f52505b7201b1b00fe17adce6adc3ccc9216ff4e7f1fb81128885b4
../data/Normal/C-S (36).png,Normal,3,256,256,90840,0af9906582f7d72f4109c8c82be21247961d659e5e332e39bd984c43f88a1f78
../data/Normal/C-S (654).png,Normal,3,256,256,59054,9a606f9e1444bf38e1c753a9b68c5a4f06c20cb86bf89a91dc642503f2b1d313
../data/Normal/nonDem954.jpg,Normal,3,256,256,20919,86e86d114a447905b27dbbb7bccf7a3c04b4fcf07828b77928c0ed8fcb02df52
../data/Normal/C-S (204).png,Normal,3,256,256,75293,b1ffb74e94dc8126776a1b3cb437dd73a725f1eff19d57780ea4eb532ed4d36b
../data/Normal/C-A (956).png,Normal,3,256,256,103373,d5916deb9a629888e0bea9f8062ad1a0fe744adac0278c1f7a28cda878812c3f
../data/Normal/C-A (686).png,Normal,3,256,256,86016,f150078db4e141ee6548eb84bd5cfcdcebe4372c728d954510282bc466d1e542
../data/Normal/nonDem2247.jpg,Normal,3,256,256,21510,ffe6351b78449d2b5088a0c7ee8414a47c4ffa70fc1c12d26258e32d5b321d84
../data/Normal/nonDem767.jpg,Normal,3,256,256,19355,4f25c8a4093cad336b5aa7f6af8a09a53851b496507510f9682af662c65eec45
../data/Normal/nonDem1996.jpg,Normal,3,256,256,20766,0c4404cb30a7c797379c5e4838a3f2d185a9754a7c6c81bcc7f92409a4b26971
../data/Normal/Tr-no_1036.jpg,Normal,3,256,256,22831,13a8949a84239a6ca412a63e40df8b793fd9cbd56a0e0af7b6fc55d766f54144
../data/Normal/Te-no_0387.jpg,Normal,3,256,256,26629,6f4cc79e1958ebcf7856568f41a234f23e38c7648c5506169e8a4b821fefafe5
../data/Normal/C-A (10).png,Normal,3,256,256,84135,f7bf46c6b90baa96cc879989e2119c4a709ed8ca2d1b5ddd0b56bf1acac25eb8
../data/Normal/nonDem1028.jpg,Normal,3,256,256,21125,dd7b26dac024b199e453629a620e23c1b074636f5de125987fb2ee559f4d750d
../data/Normal/No Tumor 1038.jpg,Normal,3,256,256,8165,2fa11294fd0e2f52b46bde29d62ae6bf9a9cb9e8a42d28d4a098806d4209a032
../data/Normal/nonDem2521.jpg,Normal,3,256,256,20412,8b52a67e6215f6745d10ff776d86a24ef5dcf2759139e5858fb7b25f672e718f
../data/Normal/C-S (984).png,Normal,3,256,256,74370,4740c5ace9d0fb81dd95c1cd9b1a1840a5b9402a41cc664b86c3396427ff4a46
../data/Normal/nonDem2535.jpg,Normal,3,256,256,19775,80b4d12cdad11290adcf06ea24ab2da9b15d450c5a5c5564c7d3cebad30c1226
../data/Normal/No Tumor 719.jpg,Normal,3,256,256,11167,c61f21cd96b8df6c3f1619899390e945b3d3a0ae2513116645bee3080ed3d8b0
../data/Normal/nonDem773.jpg,Normal,3,256,256,20933,b993a56f9460ea6e721d3d4039728ba6c7ea68316919fc67746355e89591d79b
../data/Normal/Te-no_0393.jpg,Normal,3,256,256,18490,33edf2db59d30d484956032fae69c948375e84e158ab651aba8a5727b4ac6e90
../data/Normal/Tr-no_1022.jpg,Normal,3,256,256,24351,9d4b6bfe900d7d77a325721f41c69c059bfee4fdbc3523ac7a1aabb790d33bb3
../data/Normal/nonDem1982.jpg,Normal,3,256,256,20907,e4c80ea377ddd3c0d24d92f4bc6ad56a22b1c2cca812352bab645f2f2c9e5cb3
../data/Normal/nonDem2253.jpg,Normal,3,256,256,20295,604293e3f6cffc8a1ecfecdaa69755d980da6505b26c604579da86c9c1175d9c
../data/Normal/Tr-no_0314.jpg,Normal,3,256,256,26534,a693670920108817997f892d464646db659174e2df7b22389e05546f7f4e5d03
../data/Normal/nonDem983.jpg,Normal,3,256,256,21683,505d63fd2d95f22077c36c493a6903f3fc1bb2b7c5484ee0b707ac16b325098f
../data/Normal/nonDem1772.jpg,Normal,3,256,256,21647,072560c33139acccf3a8001a88987485272c73a0a832940afa538131e6592b5f
../data/Normal/C-S (592).png,Normal,3,256,256,66613,1708710b911b1905f01feb2e4b012b5eb4406498f2faf5707927228aac12691e
../data/Normal/27 (25).jpg,Normal,3,256,256,20283,8f734892b2327ee1383373c1b57a0a594ca6ee6d6b7cc847fc534c09975ec7cb
../data/Normal/30 (45).jpg,Normal,3,256,256,18607,ea22dd5f7a1df7cca81fb60409f8ce5ddf65849c89787fceb88148d4b4008698
../data/Normal/C-S (438).png,Normal,3,256,256,72779,6bf8b7f7a3e519773fc728c663ec9329ada78c6c75e13447b3a71f1ca01a03de
../data/Normal/No Tumor 731.jpg,Normal,3,256,256,13221,305b75df7e8031e7ffcebf38594b9146a68e13b8ee48ebe7709f9496d392f231
../data/Normal/nonDem1014.jpg,Normal,3,256,256,19651,123e99569c471e7f33e4c3093a2c8be6a0b2eb1e91d778b31e6e2025a67ed4a0
../data/Normal/No Tumor 1004.jpg,Normal,3,256,256,9803,c9e804e201bc25216a82cac88333decaa5dd99e1c0838c2e0848819a0846c746
../data/Normal/Tr-no_0472.jpg,Normal,3,256,256,27793,a33b69761f27654ee092cb12edb86f51918f4cd5972dfc86d6312606e2cc95d2
../data/Normal/C-A (239).png,Normal,3,256,256,78585,27520c698df781071f0c0f1c11cb6b6a176bfe4c1f6488158fc18d58483ac50b
../data/Normal/No Tumor 725.jpg,Normal,3,256,256,10987,a9970ebe18bae990cb97a6e1a6add3b5cc59fddaf7b2cce5061b29861d0f7bd5
../data/Normal/nonDem1000.jpg,Normal,3,256,256,20713,c68468e4eb32639308005a45fccc2ba3308f04964cf2855191cf31c49c674a4f
../data/Normal/Tr-no_0466.jpg,Normal,3,256,256,27883,76b4c2df442b26324968a37a5e29c3abf6f16e94eb57f48361231eb53f54c013
../data/Normal/No Tumor 1010.jpg,Normal,3,256,256,7515,0fcfd382175f34e8f2de5675c7b369706692593814991b4c705159f01623b823
../data/Normal/nonDem2509.jpg,Normal,3,256,256,19437,9395cfea57a69910e1e710cc43711ecdef6b28f5b4854e4714974dfc35d88682
../data/Normal/C-A (669).png,Normal,3,256,256,105744,e573a6566eccae75c4c96ae9b8c4cdfb79c8572d4c60b1213b687a1cf72a51e3
../data/Normal/nonDem997.jpg,Normal,3,256,256,20760,7dbab42aaf1ced9888fb120bc3dc5983e51df6c0a976acf7cb1e7b0c736a23da
../data/Normal/Tr-no_0300.jpg,Normal,3,256,256,25602,37a4d95f02e89e3e29854734aa7f3065ce58ef4ca2fbe171b72b2d5890bd9128
../data/Normal/nonDem1766.jpg,Normal,3,256,256,21612,c16a1e9b93a73005814a3feba3b289afb1a138993039f442384820ae0354af56
../data/Normal/31 (45).jpg,Normal,3,256,256,18369,9fc11a34cc85fc87e3450b9ee48335a779259a2fb335f68f771c223ac96a43dc
../data/Normal/C-A (393).png,Normal,3,256,256,105708,5fea1e5082423b9e3cf1d589800bf7c7101ca477b2abf4efce2669b7e6e03b77
../data/Normal/Tr-no_0857.jpg,Normal,3,256,256,46452,4e78009e40d812c7aeda625c2aaa61e766b0eb7e080fce8d553b3d73f8e1aa6c
../data/Normal/Tr-no_1591.jpg,Normal,3,256,256,25923,818a249ee1a8526c30e1b226b9d453713191450bea9380f073c8288492de9c43
../data/Normal/C-A (147).png,Normal,3,256,256,103050,e492344cbef311b00591a0681c51f14da7192d46222972139837fea790a22455
../data/Normal/nonDem2086.jpg,Normal,3,256,256,21950,96f00a79430f018f9d9257b9cea7efb50a05f4ce6c65c5ef33495b41d60988ed
../data/Normal/C-A (517).png,Normal,3,256,256,93956,1e3c2fc557daac355f2224bfa7dbdf5031a42c399ac69f9dd5378e8374367b21
../data/Normal/Te-no_0146.jpg,Normal,3,256,256,27309,a2b95e9d35920f6be2d8c9f66b67c1c65c5d2357288d98779509c190067fec08
../data/Normal/nonDem87.jpg,Normal,3,256,256,20972,451761eb56ace9618276cf3338be1a7a68dd5b1cdd6afc218eec8c0d50946c5c
../data/Normal/Te-no_0152.jpg,Normal,3,256,256,33142,d9b5b09eb42e76ca1b19ccadd313ce7a82a9ff46ffce0570f80e88a46a8202e2
../data/Normal/nonDem93.jpg,Normal,3,256,256,21093,b84782f18b48243e40dbe00eca70ce6791c8a2fd38319b195c6e6ba6b202540d
../data/Normal/C-S (316).png,Normal,3,256,256,88626,b6a90271d13755d9682fec7f17770840d3a2404e870ae634371e0545032e993c
../data/Normal/C-A (844).png,Normal,3,256,256,102721,60fcb57332752e395b2ed272263fe0dd355aaf39ee70190bbdb4459c54fddc17
../data/Normal/nonDem2092.jpg,Normal,3,256,256,20297,0e5da78ca05b18ed1af55f09c81cf29e28c1b78fe8573508d672b87bce24ff88
../data/Normal/C-S (746).png,Normal,3,256,256,98254,84aaa8d716c990456890c23476b9d79c29f20047ca78d2f39b01bbbec4bb53d4
../data/Normal/Tr-no_0843.jpg,Normal,3,256,256,22405,33e4c7b0f78515f9fe6a63d42166f14bf2bef0d3f1eee89dd0961b9f12a34803
../data/Normal/Tr-no_1585.jpg,Normal,3,256,256,21599,8dd9098d16c3ccf978964fca0efb3e000abaefc998272f6efa44cb45dd713270
../data/Normal/C-A (901).png,Normal,3,256,256,94162,cd5786487cf1b0b57495891b96a956c44afd35b6ff3410bf26f6a6b600887b02
../data/Normal/C-S (253).png,Normal,3,256,256,69218,9cc016615ca759cd08f4cdf15c1d291eccdbaf9a603459abb0e33900cde829f2
../data/Normal/No Tumor 296.jpg,Normal,3,256,256,10538,eab0ed067cbd6e51a414fae507717752a961a863263d3829719b9648aa9aaae5
../data/Normal/C-S (603).png,Normal,3,256,256,80607,4fde0ae4fc4bbabe9e50cb20dc89619e32660d3d472081dc98bedafae0ee5a92
../data/Normal/C-S (61).png,Normal,3,256,256,93720,e3285c238d9aa2cfcbb25709e7fd7fbb5fb34062b5398b0047091baf31b6b47e
../data/Normal/No Tumor 282.jpg,Normal,3,256,256,11640,2452882a0f00c3ce4aa0b8b5f3e28947626623bce84e88e883b52b02ed7fa015
../data/Normal/C-A (452).png,Normal,3,256,256,85782,7fa6a2e78c9c4a3a5ebc1f99d089367ea96232c407f2658167d2e3e865a17212
../data/Normal/nonDem203.jpg,Normal,3,256,256,19175,89ed29e9dc179e256ef7c7f64283a0c210de6030940077638698be5b9f0ad147
../data/Normal/Tr-no_0894.jpg,Normal,3,256,256,36944,dba205d25883e654f2c55c121fec4e29c5f158f3d13a1cd6a1398e1d9e7062aa
../data/Normal/Tr-no_1552.jpg,Normal,3,256,256,21193,89827c517401f381769261fd6703d62bb83acac8f2ad48d90dbddfb7a80cb55f
../data/Normal/Te-no_0185.jpg,Normal,3,256,256,22380,cf65d96c0f570431fa8aea657009ec5ded0c42aa71725ad1eb6566c9563911ac
../data/Normal/Tr-no_1234.jpg,Normal,3,256,256,27294,992ff409bfd5fdf40722b5c408f8763e892a1359d2fb6d9bef127a0b2c6ebfa9
../data/Normal/nonDem44.jpg,Normal,3,256,256,20979,7ef7e8dcf7bf21d25dd0dcf073ecec630af8b3dd116031c36b23508ec9b29daa
../data/Normal/nonDem565.jpg,Normal,3,256,256,20905,d84cbdad59d274eef5caa1ac008cf392a8cc37e8f07d0d7ffa00f9406c7fed7b
../data/Normal/No Tumor 269.jpg,Normal,3,256,256,9933,c7553b7a4afb9605a90f174da8dbe55727f340f88f73db032a45c135981cd0f7
../data/Normal/C-S (480).png,Normal,3,256,256,87501,eeb6d96d9b5b31d330ac1a6ebc952fed5ef629aa185c3dc321d53ea48900d08b
../data/Normal/nonDem2045.jpg,Normal,3,256,256,20743,e75d56e16f98fdb6d177ae0a5b7a0fa87449b6c65a5dad7df593c1224c153f7c
../data/Normal/nonDem2051.jpg,Normal,3,256,256,21026,b0c60ea35b73b31500701849e7492f4e2e5a4f69f7ccd939f5b06559d2e9e0c0
../data/Normal/Tr-no_1220.jpg,Normal,3,256,256,18197,8b15d25992af2eafacccd8410b1cbfdbea36b0be222471e67e2a8ddb6eb0fea2
../data/Normal/Te-no_0191.jpg,Normal,3,256,256,21861,7d15ab77e74828619f9553703e4d212516102ca219d43ffac134bd7538b79d1f
../data/Normal/nonDem50.jpg,Normal,3,256,256,20467,75ad4bab4b3b6342763a4114ec9b8efbe6fe486798fb14efb694d9ba40b3e218
../data/Normal/nonDem571.jpg,Normal,3,256,256,21971,6ce63e14460238f55aec8825e081266aa03b168eefaa1aee66af7e43b972c44d
../data/Normal/nonDem1558.jpg,Normal,3,256,256,20311,8331a3aca848dcd0d9ef436490206ca18f5850fb57784a4f0d82dda290bc28b3
../data/Normal/C-A (47).png,Normal,3,256,256,86638,2422cad524aee5c088c3068cd86df0986c257d11385f3d653e3cfc4f5d1abef6
../data/Normal/C-A (281).png,Normal,3,256,256,81635,b5726ba214a22c3f3e9d57626a4c7ae790dc6d249629ccddbd54dbe1d5bcdec2
../data/Normal/Tr-no_0658.jpg,Normal,3,256,256,23854,5894e217630622719c4bb85c73d0c14bfadaf64aa406c0dc5d5a86f8d011ff88
../data/Normal/Tr-no_0880.jpg,Normal,3,256,256,33693,ec3f89fb111a47a3b132966d308d1f2c2da4d3bd94c7f16e35a780e0fdd150dc
../data/Normal/nonDem217.jpg,Normal,3,256,256,20421,b902f8732ca49ec2a3add8516e49738dc4abd5a12a5f2b65e698fb77a5c1e124
../data/Normal/Tr-no_1546.jpg,Normal,3,256,256,22046,4f379cb2ae32c50959817f699d245dbf4d2319097ebc1c0d3690d785f0b114f8
../data/Normal/C-S (879).png,Normal,3,256,256,69894,809a3d564feb4fecc235174ad03da8d26ab1a702c2dbb036c03695f02bfbd769
../data/Normal/Tr-no_0670.jpg,Normal,3,256,256,27938,b2fda46f4fc46210a06ca17178832b2166f15c5c644eb949742cb770ab607dae
../data/Normal/26 (72).jpg,Normal,3,256,256,20234,cab353a2a2e9b330151b65c6cbdfce4ff01958c300fc73591e794105b59bbbfc
../data/Normal/nonDem1216.jpg,Normal,3,256,256,21767,8fff9023f99e167dca737af6e747de00b474e005637a20c0d0bb428e974474a9
../data/Normal/No Tumor 533.jpg,Normal,3,256,256,13828,939169da477c4ffccf676c8b2d64fb3679276a8d7610dea79dd9c30090242183
../data/Normal/31 (12).jpg,Normal,3,256,256,18925,f3a4335134b9e2f3d5f7364d17af35f8d199251032a1630bf9c75f248c830555
../data/Normal/C-S (896).png,Normal,3,256,256,80815,e98459313850539bc4a7f7018e2cd9d53ff63c564f8924389522d6049f97b47d
../data/Normal/nonDem2079.jpg,Normal,3,256,256,20418,da2bbbdb4eba88db1a2370d24646c67d446c64bee1ff14b195f3cd9bb56afeb5
../data/Normal/C-A (794).png,Normal,3,256,256,93858,fba9c815e41d3925ec4a17222fdc00f398b582e0aa6b25df2dc6a5171035e92d
../data/Normal/Tr-no_1208.jpg,Normal,3,256,256,32528,6aae32fd854c9c7485c1c314f9838aa3ee79e726be9ba6624c5c8719ad0faf0e
../data/Normal/No Tumor 255.jpg,Normal,3,256,256,10753,ec0828904cd2ce6fb9416763580f0750ce5013a95fd29ccfb01004a524afdc92
../data/Normal/nonDem559.jpg,Normal,3,256,256,18105,d0ab0720b14375764362b10cc9ec75cf0464c108f35ca176ede4b06f3af3ba34
../data/Normal/nonDem78.jpg,Normal,3,256,256,20982,625415b2d97d38080fa8e581fc54b5261bec1b401c67418a1e4fa3cb6ef2c6ce
../data/Normal/nonDem1570.jpg,Normal,3,256,256,20983,9bacf6db928194545859dfcc45990866831450abdb2352982763f6eafeeb72bd
../data/Normal/No Tumor 241.jpg,Normal,3,256,256,12302,56b2ab3f9b9c4900ee003b2e3f83e939814814dadcd57012735f6a82244605e3
../data/Normal/nonDem1564.jpg,Normal,3,256,256,21302,d062510fb278a5bd91d380959ac3a3692744305a134d546653db79ccd0556294
../data/Normal/Tr-no_0102.jpg,Normal,3,256,256,28165,9de413664ffe5df4c29d1261e18abf060c84af29e9fa58ce68b5f70840578833
../data/Normal/27 (72).jpg,Normal,3,256,256,20088,cb45e7b83bff8bdc37546590472d32b846e4c6b3af33fdcabc8a6ec8c119cd1c
../data/Normal/30 (12).jpg,Normal,3,256,256,18357,4fa9d40e9caaeaade64544cf5208c56e9bdbd93e267f058d7c81e059b3228754
../data/Normal/C-S (195).png,Normal,3,256,256,96553,827a9f4ba4cddde04bd833c426e4fd89b7dbdb7a61ca527e78d9b4e6c3f1d262
../data/Normal/Tr-no_0664.jpg,Normal,3,256,256,22186,28c078b990658f6b2896306fa699ea0bdd0ddb7fecba8ed16212cbc816f78885
../data/Normal/nonDem1202.jpg,Normal,3,256,256,20727,8b5f9967ff88aa6b1d124e0e5364cbbe70661c88b322898c11023826d7a712a6
../data/Normal/No Tumor 527.jpg,Normal,3,256,256,13982,28a82761613cda1063294a63a62b2cbcf523279dfb26d917f2b9aeb22848b977
../data/Normal/Tr-no_0103.jpg,Normal,3,256,256,19066,0f2efd570ec6ad4621f5b5175485b29df3e9e0e4d9e6f7117c7548256f518c67
../data/Normal/nonDem1565.jpg,Normal,3,256,256,21123,5ae6f1eb4172e66df7daa5a5ceeb7b08d568e792b4eebcb72274410767a77d39
../data/Normal/C-S (228).png,Normal,3,256,256,93262,432b815e221f44b9c9164024f053c7c8f3e81687bd3ca483545e7092ba92f189
../data/Normal/No Tumor 240.jpg,Normal,3,256,256,10011,d7216870e5bf061bc9a78d4b1ae1ba26039509acda93e004414b976a1f840fb9
../data/Normal/No Tumor 526.jpg,Normal,3,256,256,15433,0b3c7aa99cb9348d61fabde330e564c1ec73c597a0ed2dd667a89349876e90a3
../data/Normal/29 (31).jpg,Normal,3,256,256,19829,71dbb736eb9d932a77961579cb0eb51dd3c0611188116137fb6a89b56802bd04
../data/Normal/nonDem1203.jpg,Normal,3,256,256,20376,d026f645ce4e10c2c5cd891bb07872d43d5f0b77037a4a80a25a75e598b1a1f3
../data/Normal/Tr-no_0665.jpg,Normal,3,256,256,39170,865032e01af89f1b04a3745aa67ad5eaef187ee8375f13993ae939e0d5e7ee4e
../data/Normal/C-S (382).png,Normal,3,256,256,82772,27cf25b87be7046162348fadff3debbb55f366c866881dadca319eff38a05acb
../data/Normal/C-S (678).png,Normal,3,256,256,83375,d9ac1f2d23c1edb1ff3e2fbce8f71cc56773b30e73bb68a752011babd67b3290
../data/Normal/C-A (1002).png,Normal,3,256,256,64773,61e3253d33878bec0fb744fe26d5291a57de94f1a4e6763335f8c7480c026a14
../data/Normal/No Tumor 532.jpg,Normal,3,256,256,16365,fb5a02cb30b242de261245d09d99883541313686e2b79b8ac52f9ae7ad43100e
../data/Normal/C-A (583).png,Normal,3,256,256,94406,3a5de56239a5ded35edf8c89979403a478cdc84b1caa78c07a27924728f25353
../data/Normal/nonDem1217.jpg,Normal,3,256,256,21105,667f93aa7aa4b55a040f7158e0c0e26e37c61665bbe0d5205e89c5e7e0f03d88
../data/Normal/Tr-no_0671.jpg,Normal,3,256,256,38240,2c9bb953495b52ca6aee043fc549e0fe63180a09987129d8b90efd06e7f66ddf
../data/Normal/Tr-no_0117.jpg,Normal,3,256,256,28574,c2580b3157d2c39df8d1e8da4f475a5ea468ab22a5edfeca1283abc7fd72d6e7
../data/Normal/C-A (429).png,Normal,3,256,256,97791,0888fc2979f08d452c2ad454e4b0d3e60ce89b4f1be5e401faf43508648687a1
../data/Normal/nonDem1571.jpg,Normal,3,256,256,21683,e9b5bbf6b198431ad93791f50fa0afb5f6f0be82f51911a99e46eec2a5db7f93
../data/Normal/nonDem79.jpg,Normal,3,256,256,20259,df8f114567b37b454ff1056e7c5d42045a09e79d56a666cda237759c9f84dda4
../data/Normal/nonDem558.jpg,Normal,3,256,256,20264,6c050d4916ed24a3a66661d03576e1233de54ad6db47bb14fe2f76b3a2531f91
../data/Normal/No Tumor 254.jpg,Normal,3,256,256,11681,67d6b19c2dc6ce1251f76ef88aef647bbc1b8c2c9a2c8aab87512d6b6a43f277
../data/Normal/Tr-no_1209.jpg,Normal,3,256,256,24966,4d64f4e70f8989361ffc1a34f8c623dd56d5db8c67ceb5c2c1e6aeb9a9696e5c
../data/Normal/28 (31).jpg,Normal,3,256,256,19992,12289b11adf81027c05aaf3c1bca27c03a6de234b3f0bdcbb87885a06aafa4c2
../data/Normal/nonDem2078.jpg,Normal,3,256,256,20993,c1deb795eb1086a97a1dbac1e380b0e344d099cabfb506f0df49bc19f34280c7
../data/Normal/nonDem1559.jpg,Normal,3,256,256,21423,78edd02b05e42ab6cabd5c874f294e0ab3946fa13fbdebbf32514a746b7a1d66
../data/Normal/nonDem570.jpg,Normal,3,256,256,21206,166e338794e03d0baa136c3d89aaa739024ce9fbbe7173cdfdd163118d4930b3
../data/Normal/nonDem51.jpg,Normal,3,256,256,20833,debd64e8c34cd80e870973ea43a65b1b0c77f5389d6f8de22ae3ae5b0fca6b07
../data/Normal/Tr-no_1221.jpg,Normal,3,256,256,26233,6f7195fd12ac54e67a1216117e0cc3a4c380c865f77d0d717199abc6d66f409a
../data/Normal/Te-no_0190.jpg,Normal,3,256,256,23180,9840b42edcb9a80c19dd5ff044e493f24918b7087a047d82b64f40edccf01ca0
../data/Normal/nonDem2050.jpg,Normal,3,256,256,20967,8d6c7ba8c0ffe080cc703bdfdd5f2d05dad222b505329d25cbbdf19286fcbf34
../data/Normal/Tr-no_1547.jpg,Normal,3,256,256,20895,3fa0a119af471e4428848e914546ad1ff2c3273ff2d41828488895d30243ba44
../data/Normal/nonDem216.jpg,Normal,3,256,256,20820,c7d8d3f43497c4018124f75d5ffb09e850485b6cac329c472ed4930b97c8a8a9
../data/Normal/Tr-no_0881.jpg,Normal,3,256,256,34640,8b5fdc658b7082e2120a9202a9e53ff4f559b510c4f6d65d2de53303917f807c
../data/Normal/Tr-no_0659.jpg,Normal,3,256,256,30403,5b57947b040662886be9d2ed7f983ecd064f7090d02beeec546d36bdd5ea1b9a
../data/Normal/Tr-no_1553.jpg,Normal,3,256,256,27407,83add3826bdeae563d06b1329c1350b7bc18a12b8cb6ce2ae613ccc6e1722854
../data/Normal/Tr-no_0895.jpg,Normal,3,256,256,37802,78ae59a80cd8fc07fea70a8e85b20d78386dfe9a56c1d82d01159fe49e7b53d9
../data/Normal/nonDem202.jpg,Normal,3,256,256,20305,16a1d59fd1169ff277bbcd25e5fcafa803c63216b23c0159a4f0c9881a63d99b
../data/Normal/C-S (697).png,Normal,3,256,256,95731,4b9638add961b5124d5bd551c411ed48e3cd5a33e583fdcfec9a57ac3eaa3b68
../data/Normal/nonDem2044.jpg,Normal,3,256,256,20544,c4884b00be277519bd58e0cd9f7afc723a9304e1b01db19b0d1825ace1ca6406
../data/Normal/C-A (995).png,Normal,3,256,256,86292,bcf34df6afc78c261dc9f86d0ad2092313191ff83f17863dabd9aacaecf8ba5a
../data/Normal/No Tumor 268.jpg,Normal,3,256,256,10730,01d6e1879ff6828ffb1776dbbde0a43ec7517c3fb0e274c7f5a95c0c39b16d8b
../data/Normal/nonDem564.jpg,Normal,3,256,256,21605,a99bbefa94f945bc2d17ffeb912e17fd9e5687fafb619502a70d398b4bba8fae
../data/Normal/nonDem45.jpg,Normal,3,256,256,21105,5ad550afc3b4731adae86ebfa81d776c541b5bb0774622f2c536cf497493a167
../data/Normal/Te-no_0184.jpg,Normal,3,256,256,18514,e33cb3f709adfc7c977ac6639490133843a3142c26a3993114213eac4e5248ae
../data/Normal/Tr-no_1235.jpg,Normal,3,256,256,25774,0bf7e06dea3fbb04690b994c849198234f1de1800c14cd9a549d9a208c5d5f4b
../data/Normal/No Tumor 283.jpg,Normal,3,256,256,11165,c54da867535652c2dce18db0df6c32187f0f3097594a912a8a2dcc832e0ca65e
../data/Normal/31 (69).jpg,Normal,3,256,256,19695,3b8a3734f2312189b0d3d684f3714bdfe500f9aabde4346fe389d6846172430b
../data/Normal/C-A (645).png,Normal,3,256,256,83871,b6eb001a5c83b627251ce74e654e5a1ee1868bc9adacc912ae2121323ac31206
../data/Normal/C-S (947).png,Normal,3,256,256,93570,1e86ec661f2b16921f32eea5def99ab1e1bc0623cdf278a7f21cb3cabe6d2540
../data/Normal/C-A (215).png,Normal,3,256,256,90649,b85bf832be0762dc3c8e74d57b81203fea3f794e92e1b6b839bc75ec82468e52
../data/Normal/C-S (414).png,Normal,3,256,256,89231,780526c762fdeded1da33750c3631ad5e8b9b12c2e5a2b53acc7592e774480d2
../data/Normal/30 (69).jpg,Normal,3,256,256,19867,9866c7a4d98ec15fd55cdc78162e0549dfe274e877b840fc2d9686fdaf49d3a8
../data/Normal/No Tumor 297.jpg,Normal,3,256,256,13025,f7f3e631ed98c95b00b0658f4014b632f5995f61fb33367643ee1f714be965a9
../data/Normal/nonDem2093.jpg,Normal,3,256,256,21451,26a64bf6e01f061c9b0954ba9b95adce36a65c8100f0f1fa3674803e4bd63af0
../data/Normal/nonDem92.jpg,Normal,3,256,256,20456,f5e912df476d734fd00c896a21d5d7d9255321acfaa85c9c7ccc035ca98fb33a
../data/Normal/Te-no_0153.jpg,Normal,3,256,256,25203,8b1f6fdecb8aad25e4fd7a618af8bc0f890e1d915b03e2135bddee25fb9d941a
../data/Normal/C-S (551).png,Normal,3,256,256,84086,63978812dd791d4642f516f4bdf33cb3ef930cbab9a65f3f664e8345bc70e529
../data/Normal/Tr-no_1584.jpg,Normal,3,256,256,22980,bffe34a623555fab9fbd9ee4b394867af1304ac0c617897ce38242067d78701d
../data/Normal/Tr-no_0842.jpg,Normal,3,256,256,47588,b1d85693fc8ed0d01d326b1672419a4773396ecc36f98110bb35a8f985cfa2c4
../data/Normal/30 (86).jpg,Normal,3,256,256,19448,e940251c16ca81726de63680fa0e43378c73427b4cd24546768977ff8f860899
../data/Normal/C-S (101).png,Normal,3,256,256,98093,c113d937d1745374ff63b4491de3a1183a6f6beaf452d01f598a06633fdd9dac
../data/Normal/C-A (700).png,Normal,3,256,256,98350,2930e4f769d31fb243756d84b192e66d5987c5270400084d885cf9ab4329fef8
../data/Normal/32 (60).jpg,Normal,3,256,256,19703,9a259165db8e20fca84c3a7f2f82bad1f863dd08aa383a5a5d9c61b9e1b229f1
../data/Normal/Tr-no_1590.jpg,Normal,3,256,256,20276,64d0004a66cf4fa89fdd21972450f25ee76a53eac6b0b43173847fc6896706f0
../data/Normal/Tr-no_0856.jpg,Normal,3,256,256,45956,f4908286996bf9d26bb82c3a4fef990a29274e3ca49c894863da3a84e41f812c
